track_id,artist,album,track,album_track_seq,track_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
6gcNSi6b9gvDBjYO059lrF,Craig Campbell,See You Try,Outskirts of Heaven,3,2018-06-08,0.497,0.434,0,-5.73,1,0.0296,0.333,3.11e-06,0.108,0.266,115.749,244267,3
2jTlWjRQWOBJoXeTR0v9BP,Kate Campbell,The Portable Kate Campbell,A Perfect World,7,2009-08-11,0.574,0.208,3,-10.005,1,0.0346,0.709,6.07e-06,0.255,0.151,130.942,197640,4
6g3ksFVdyDkIeQReZ4gT1h,Levon Helm,Toast to Freedom,Toast to Freedom - Long Version,1,2012-01-01,0.592,0.661,4,-6.81,1,0.0296,0.16,0.0,0.142,0.577,101.919,374508,4
33CVbDlfnTJa8Fb78HZMLe,Jason Boland,Undone: A Musicfest Tribute to Robert Earl Keen,Shades of Gray,2,2009-01-06,0.407,0.351,7,-10.08,1,0.0329,0.855,0.0,0.736,0.336,125.702,376147,5
10cDCFAYnRxQJarlrFk0Ko,Melonie Cannon,Melonie Cannon,Tennessee Roads,2,2004,0.389,0.195,11,-14.534,1,0.0353,0.845,0.000102,0.108,0.268,207.425,240347,4
3ZTCvMqkW3Hqxap4dqTTpR,Canyon City,Refuge,Fix You,1,2015-09-08,0.533,0.152,2,-14.996,1,0.0302,0.79,2.46e-05,0.148,0.132,143.972,261667,4
74OLeDsyhWDNZgoAjIIw9I,Carbon Leaf,Indian Summer,Life Less Ordinary,1,2004,0.658,0.781,7,-5.995,1,0.0427,0.0507,0.0,0.142,0.729,107.277,215147,4
31dEh1OeZGv61RZzDIixue,Hayes Carll,Lovers and Leavers,The Love That We Need,6,2016-04-08,0.369,0.365,4,-9.869,1,0.0451,0.708,0.0343,0.108,0.222,181.019,248440,4
1jdQZaV1ihJeDOl1DqIFMS,Carolina Rainer,Play!,Siempre Seras el Sol,8,2013-11-18,0.589,0.691,6,-8.543,0,0.0375,0.0628,0.009,0.146,0.691,94.018,186960,4
11yR8LYrznfqVw7PW8EbPC,Fiddlin John Carson,Fiddlin John Carson Vol. 1 1923 - 1924,The Little Old Log Cabin In The Lane,1,1997,0.502,0.0996,2,-16.259,1,0.0499,0.994,0.0,0.327,0.778,98.782,167367,4
07IuSThN6YHAAollCnu1Ln,The Carter Family,Can The Circle Be Unbroken: Country Music's First Family,Can the Circle Be Unbroken,1,1935,0.557,0.32,8,-8.874,1,0.0372,0.975,0.0,0.11,0.648,98.959,187000,4
6weda15glduMOtH4Zx9fmi,Janette Carter,Kindred Spirits: A Tribute To The Songs Of Johnny Cash,"Meet Me In Heaven (with Johnny Cash, June Carter Cash, Earl Scruggs, Connie Smith, Marty Stuart & Darrin Vincent)",13,2002-09-24,0.546,0.291,5,-10.669,1,0.026,0.798,0.0,0.173,0.455,85.301,201867,4
0mhsQSfSDq1x45qcC0jc80,Caitlin Cary,The Battle,The Battle (feat. Ryan Adams),1,2002,0.41,0.113,7,-9.731,1,0.0343,0.76,1.77e-06,0.107,0.244,124.179,180560,3
5wUsD2T8UbQcN3JLOgTJJZ,Carter's Chord,Carter's Chord,Different Breed,6,2007,0.627,0.698,6,-5.177,0,0.0269,0.0456,1.55e-05,0.222,0.529,105.08,280373,3
7uokjCoYFxSdgcq53GNWhJ,Troy Cartwright,Hung Up on You,Hung Up on You,1,2019-08-02,0.651,0.929,10,-3.964,1,0.0563,0.0457,0.0,0.209,0.507,115.021,201147,4
7t7Vszxt99zLHQYQhhxIvo,Johnny Carver,His Very Best,Afternoon Delight,3,2011-01-13,0.692,0.519,5,-9.496,1,0.0298,0.297,0.0647,0.12,0.681,150.443,175173,4
4sxNwFc2YHfuhpDd8rXJS3,Troy Cassar-Daley,The Great Country Songbook,Mama's Don't Let Your Babies Grow up to Be Cowboys,2,2013-06-17,0.371,0.495,9,-6.108,1,0.0342,0.851,0.0,0.141,0.352,173.498,243213,3
3wCA4Q9o1jFc2JRl6F4uN7,Jason Cassidy,Keep It Country,You (Wedding Song),7,2013-07-16,0.405,0.364,1,-7.472,1,0.0298,0.837,8.7e-06,0.119,0.238,72.856,228400,3
2iKpHiHj9CzrvvIQukzexW,Lucky Oceans,Purple Sky (Songs Originally By Hank Williams),Ramblin' Man,1,2019-09-27,0.426,0.447,6,-8.553,0,0.0288,0.737,0.000856,0.121,0.116,103.329,292880,4
00ko9WaS4jOX1kEk3gvHjf,Chance the Rapper,The Big Day,Hot Shower,4,2019-07-26,0.899,0.509,9,-8.04,1,0.387,0.00157,0.0,0.0573,0.599,150.001,225924,4
7mcKCCDQ5QzHcPf2aNSLlV,Jeff Chance,Back Again,"(An Empty Bottle, A Broken Heart) You're Still On My Mind",7,2008-03-25,0.663,0.403,9,-9.76,1,0.0374,0.651,2.55e-06,0.282,0.586,108.887,150947,4
4u6Q3ASON2C72rdOqz80Zk,Beth Nielsen Chapman,Beth Nielsen Chapman,All I Have,5,1990-09-21,0.465,0.39,2,-8.317,1,0.0265,0.684,0.0,0.0944,0.126,138.221,256733,4
2YwuLjgUJYlS9AQFLW1MxX,Marshall Chapman,"Me, I'm Feelin' Free",Rode Hard and Put up Wet,10,1977-03-01,0.523,0.824,11,-7.356,1,0.0494,0.332,2.11e-05,0.109,0.969,175.302,206907,4
1L6NSZq5R7lMcVw0YOrUE9,Julie Andrews,The Sound of Music - Original Soundtrack Recording,Do-Re-Mi,8,1965,0.512,0.216,10,-12.152,1,0.0624,0.844,0.0,0.234,0.502,127.498,332600,4
6FxDXvbEraNGZDTYqKyKft,Chasin' Crazy,Smack Dab,Smack Dab,1,2014-08-18,0.634,0.87,5,-4.523,1,0.0375,0.00709,0.0,0.414,0.88,119.996,190735,4
2tgQaL85WoRfgEa4hFQgrE,Tyler Childers,Purgatory,Feathered Indians,2,2017-08-04,0.536,0.574,7,-6.705,1,0.0254,0.75,0.00277,0.105,0.877,87.194,224947,4
59XOSgX0rPueiYFAkO344P,Andy Childs,See the Big Man Cry,See the Big Man Cry,1,2018-04-02,0.808,0.908,1,-2.053,1,0.0566,0.747,0.0,0.0639,0.966,129.113,153706,4
2hY574YdmPlehaNPUmq3Md,Chris Buck Band,Chris Buck Band,That’s When You Know,3,2017-04-21,0.528,0.805,3,-7.254,1,0.0452,0.0668,0.0,0.112,0.652,147.974,207399,4
2lA0viGT56vJeZPUWuh5ml,The Chuck Wagon Gang,The Best Is Yet To Be,What A Day That Will Be,4,2011-01-01,0.327,0.257,8,-8.427,1,0.031,0.783,0.0,0.106,0.553,75.363,227827,3
7opegS4YcpIF2OGfR5afLb,Cindy Church,Cindy Church,Sweet Dreams Of You,3,1996-11-19,0.631,0.331,0,-14.522,1,0.0269,0.0753,0.0178,0.143,0.445,112.715,206493,4
7EPW5PwmF5MJMB3Mln3wzC,Claudia Church,Claudia Church,Will You Still Love Me Tomorrow,10,2005-11-01,0.527,0.486,0,-5.228,1,0.0248,0.578,1.83e-06,0.112,0.205,98.87,197933,4
4zzi2eD2cEPpQ3a307mPPj,The Civil Wars,Between The Bars (EP),Billie Jean,3,2012,0.532,0.203,9,-8.524,0,0.0668,0.829,0.0,0.108,0.543,89.646,259920,4
4TGvqjGFcbyvXfvozJdJQC,Jameson Clark,Workin' On A Groove,Waitin' On The Whiskey,1,2002-01-01,0.417,0.953,9,-4.805,1,0.0688,0.0024,0.0039,0.0578,0.54,148.774,152000,4
1icSK9McolGBzdOO8U46wI,Philip Claypool,A Circus Leaving Town,Yellow Rose,7,1995-07-18,0.548,0.77,5,-7.364,1,0.0296,0.21,0.0,0.213,0.844,164.576,207067,4
3O7iuWiaaNmIUCLKm9VNDh,Jack Clement,Ten Years / Your Lover Boy,Ten Years,1,1958-01-01,0.399,0.449,5,-9.954,1,0.0319,0.69,0.00079,0.452,0.692,107.949,135435,4
4KXV0ioNJv6YLnWtiAyYbU,Eddie Adcock,That's Bluegrass! CMH Records' 20th Anniversary Collection,Black Mountain Rag - Instrumental,3,2008-05-20,0.427,0.819,2,-7.791,1,0.0348,0.129,0.844,0.102,0.959,145.531,188533,4
3zQGSeIVIj3k41gi1MaToN,Brent Cobb,Shine On Rainy Day,Diggin' Holes,4,2016-10-07,0.666,0.74,7,-7.606,1,0.031,0.0185,0.0,0.0741,0.826,120.056,172307,4
3oAWTk92mZBxKBOKf8mR5v,Eddie Cochran,12 Of His Biggest Hits,Summertime Blues,7,1960-05-01,0.714,0.886,11,-8.629,0,0.0554,0.116,0.184,0.18,0.954,156.351,119360,4
1ntoRhzOEzcdLdrU8lWttO,Cold Creek County,Money (feat. Mitchell Tenpenny) [featuring Mitchell Tenpenny],Money (feat. Mitchell Tenpenny) - featuring Mitchell Tenpenny,1,2018-06-22,0.596,0.763,6,-6.047,1,0.0359,0.161,0.0,0.28,0.674,143.975,172758,4
6ijjEGMtMHmRzcaU9qApin,Coldwater Jane,Marionette,Bring On The Love,1,2011-01-01,0.648,0.72,7,-4.991,1,0.0284,0.00418,0.0,0.0703,0.961,115.001,200347,4
7E2jg8Vl3fC0VTDhHLUzWM,Melinda Schneider,Great Women Of Country And The Songs That Made Them,9 To 5,1,2014-11-07,0.741,0.648,5,-7.133,1,0.0261,0.666,1.73e-06,0.101,0.889,103.045,207859,4
7mfn1O2YQifrW5nZhAhCGL,Old Crow Medicine Show,Woody Guthrie: At 100! (Live At The Kennedy Center),This Train is Bound for Glory,18,2013-06-14,0.392,0.942,9,-8.62,1,0.559,0.158,4.48e-05,0.802,0.582,174.311,221827,4
0ihAsdbpsY2N4WLncykpAW,Travis Collins,Wired,Thank God I'm A Country Boy,2,2015-02-13,0.695,0.897,7,-5.417,1,0.0563,0.564,0.0,0.331,0.849,95.857,173747,4
6rwIEjx7CDIMddi9FYrKQt,Andrew Combs,Reptilia,Reptilia,1,2018-06-08,0.488,0.672,9,-9.273,1,0.0432,0.372,0.0204,0.367,0.604,148.28,215587,4
6C2GZHFFO8uXuMYCHiW5Y4,The Common Linnets,The Common Linnets,Calm After The Storm,1,2014-05-09,0.694,0.391,6,-11.089,1,0.0303,0.488,0.273,0.123,0.382,116.046,212693,4
6C7DfkWI9cQVDsiYewmh65,Ray Condo,"American Rumble, Vol. 1",Something I Said,3,2014-07-03,0.586,0.773,0,-7.666,1,0.0596,0.332,0.0,0.345,0.952,110.168,120294,4
7EeTwuxEO4JXNbQP7nhrDB,Confederate Railroad,Confederate Railroad,Trashy Women - Remastered Version,10,1992-04-28,0.639,0.795,9,-6.634,1,0.0344,0.0452,0.0,0.121,0.864,142.566,194800,4
6gFen8CBsnamM8rf5gHxK7,Graeme Connors,North: 25 Years On,Let The Canefields Burn - Remastered 2014,3,2014-03-01,0.697,0.63,3,-8.43,1,0.0248,0.484,1.72e-05,0.157,0.735,126.037,305492,4
2g8q4vNuoVpLJGK17kVcoR,Stompin' Tom Connors,Stompin' Tom And The Hockey Song,The Hockey Song,6,1973-06-08,0.552,0.407,0,-15.527,1,0.0815,0.655,0.0,0.663,0.903,97.771,132533,4
6R7SDvZ2RdqnarkwgfShNh,Patricia Conroy,Bad Day for Trains,My Baby Loves Me - Just The Way That I Am,2,1992,0.757,0.711,11,-8.353,1,0.0333,0.706,4.08e-06,0.0503,0.87,118.749,160240,4
3T9S2FPNTK03GHBCF9vZG9,Cooder Graw,Cooder Graw,State Line,3,1999,0.66,0.486,7,-12.96,1,0.0298,0.076,0.000357,0.0676,0.645,90.997,233430,4
1idiifjTcCoGfBeZiYOdim,Ry Cooder,Music By Ry Cooder,"Paris, Texas",1,1995,0.359,0.00681,7,-20.957,1,0.0602,0.945,0.158,0.0581,0.205,128.713,174760,5
1eT5aZuOLh8XeWcKXO7CkW,William Shatner,Why Not Me,Too Old to Be Vegan,7,2018-08-10,0.743,0.687,7,-4.818,1,0.0461,0.482,0.0,0.247,0.472,115.997,219310,4
48y0aOkdOMHein1Mh1I2GL,Mark Cooke,Living for the Weekend EP,Any Way the Wind Blows,1,2011-09-23,0.473,0.795,0,-5.207,1,0.0338,0.00438,0.000497,0.0579,0.57,113.046,182040,4
5nWcMMEUUY7QeNHCrQoiKe,Lenny Cooper,The Grind,Duramax (feat. Young Gunner),4,2014-08-26,0.718,0.751,11,-6.698,1,0.0791,0.0124,0.0,0.0645,0.364,160.04,186261,4
2YDzKBtgKjTUslIDoKq0Le,John Corbett,To: Kate - A Benefit for Kate's Sake,Ain't No Trouble to Me,6,2005-10-18,0.411,0.308,0,-12.985,1,0.036,0.675,1.06e-05,0.141,0.284,142.744,178320,4
7yyUg6z8Jvt5TzGTCl5ucO,Corbin Hanner Band,Corbin Hanner 2CD Set,Work Song,21,2001-01-01,0.722,0.726,7,-8.814,1,0.0307,0.159,1.24e-05,0.0345,0.781,90.362,180253,4
3gmXY7LyrC4FLCP3qa9k88,Dianna Corcoran,In America,God Did Good,1,2016-01-29,0.605,0.765,1,-4.734,1,0.0416,0.0187,0.0,0.0773,0.83,84.001,173254,4
6H3rh2wntekuLZ4jhOqLN5,Larry Cordle,"Livin', Lovin', Losin' - Songs Of The Louvin Brothers",You're Running Wild,13,2003-01-01,0.613,0.287,9,-11.399,1,0.0342,0.7,0.0,0.543,0.504,107.24,160307,4
02ut5gy1EeIjSD4vyRWA8U,Joanna Cotten,Funkabilly,Humble Town - Acoustic,4,2007-09-25,0.527,0.208,7,-10.567,0,0.0334,0.763,0.0,0.0809,0.248,138.253,224347,4
2anBReYxiWvxZ0SJJy3eCe,Brad Cotter,Patient Man,I Meant to,1,2004-07-06,0.577,0.538,3,-8.072,1,0.0275,0.136,1.22e-06,0.111,0.528,149.995,197760,4
4Wo64KCIXssJIGMB6VBtcG,Neal Coty,Legacy,Legacy,5,2001-01-01,0.658,0.461,7,-5.937,1,0.0255,0.5,0.0,0.114,0.255,130.003,187627,4
7e1uCyZHVqC62jZFLhliEw,The Country Gentlemen,Picking on Garth Brooks,Standing Outside the Fire,5,2015-10-29,0.674,0.666,9,-5.326,1,0.0438,0.0885,0.0,0.129,0.695,113.954,233478,4
09iiwe4yuo5pHoxuizBiPM,Court Yard Hounds,Court Yard Hounds,See You In The Spring,4,2010-04-30,0.716,0.49,11,-5.923,1,0.0324,0.555,0.0,0.0747,0.223,118.017,290667,4
75kZSemA6zeRTupMxH1CCy,Cowboy Crush,Cowboy Crush,Hillbilly Nation,7,2009-07-14,0.551,0.938,0,-1.514,1,0.0476,0.0543,0.0,0.553,0.864,140.019,188667,4
71OzN2JM6BoQD3JO9hiJFi,Cowboy Junkies,The Trinity Session,Sweet Jane,10,1988-11-01,0.604,0.204,7,-22.191,1,0.0316,0.359,0.0829,0.111,0.805,167.335,214973,4
2q6vKKi78GYvMtPT2eJMx6,The Cox Family,"O Brother, Where Art Thou? (Original Motion Picture Soundtrack)",I Am Weary (Let Me Rest),12,2000-12-05,0.613,0.204,2,-16.884,1,0.0381,0.93,0.000188,0.113,0.489,114.418,194267,4
5l7HdGq6Hj0kYVGnPwcSdd,Adam Craig,Adam Craig EP,Just a Phase,3,2016-05-20,0.71,0.498,4,-5.478,1,0.0322,0.638,0.0,0.0916,0.517,136.093,186627,4
5H2VJLVLiXlLStv4McVSZG,Roger Creager,Having Fun All Wrong,The Everclear Song,4,1998-10-22,0.692,0.446,7,-11.01,1,0.0316,0.035,0.0,0.138,0.532,115.03,246160,4
4BP3uh0hFLFRb5cjsgLqDh,Creedence Clearwater Revival,Willy And The Poor Boys,Fortunate Son,6,1969-11-02,0.64,0.663,0,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77,140773,4
0ymhUnNSuTEdKCRYEVpWOS,Crooked Still,Shaken By A Low Sound,Ain't No Grave,7,2006-08-22,0.533,0.551,5,-9.874,0,0.0353,0.398,0.489,0.103,0.848,180.043,201507,4
1cYzqHUzDRagKrLjoFevII,Rob Crosby,One Light in the Dark,She's a Natural,11,2003-01-01,0.558,0.302,9,-13.918,1,0.0333,0.468,0.000211,0.304,0.184,76.87,227480,4
60ZfWcLKGGNVepG0BzpEcB,Cross Canadian Ragweed,Live & Loud At The Wormy Dog Saloon,Boys From Oklahoma,9,2001,0.431,0.796,7,-7.676,1,0.0356,0.00799,2.37e-05,0.916,0.726,112.573,354400,4
5JmFchbGRt4TM5UZvSvueP,Crossin Dixon,Crossin Dixon,Nineteen,6,2008-11-18,0.651,0.503,2,-6.374,1,0.0396,0.334,0.0,0.143,0.289,143.813,189893,4
59qsednqwTrOkfb05r3wSo,Joel Crouse,On My Way,On My Way,1,2019-10-18,0.628,0.361,11,-9.318,1,0.0331,0.454,0.0,0.119,0.226,85.072,234625,4
6OcKybi4kAtGZ7RlY0cRDH,Spirit Of The West,Home For A Rest,Home For A Rest,1,2018-01-19,0.537,0.94,7,-4.405,1,0.103,0.002,1.76e-06,0.325,0.647,134.079,282498,4
5LITJlrLrUsmOnyN7X9rfa,Chris Cummings,Chris Cummings,Sure Enough,9,2005-11-01,0.557,0.932,3,-5.691,1,0.0455,0.0525,1.1e-05,0.286,0.614,134.924,194893,4
6lqlzO8YegH4IRJHF3LL2g,Dailey & Vincent,Country Bluegrass Homecoming Vol. 2,By The Mark,18,2008-01-01,0.526,0.292,0,-11.221,1,0.0324,0.791,0.0,0.925,0.382,147.587,213173,4
3AzRLZ63fZ2dyn7raJL0Qk,Amy Dalley,It's Time,Men Don't Change,11,2009-01-01,0.669,0.903,1,-4.413,1,0.0277,0.058,0.0,0.183,0.877,99.985,180947,4
2wrJq5XKLnmhRXHIAf9xBa,Dan + Shay,"10,000 Hours (with Justin Bieber)","10,000 Hours (with Justin Bieber)",1,2019-10-04,0.654,0.63,10,-4.644,1,0.0259,0.153,0.0,0.111,0.43,89.991,167693,4
6Cop0fAdWEcr1qY5KwXVeD,Dame Daniels,My Bitch Bad,My Bitch Bad,1,2019-11-15,0.868,0.712,6,-4.098,0,0.144,0.0448,3.55e-06,0.0917,0.656,95.02,218985,4
0QXBflJCLOXpVzGtMEiRFm,Dave Suarez,Shades,Shades - Extended Mix,2,2020-01-24,0.644,0.626,8,-6.842,1,0.0625,0.0462,0.682,0.0833,0.287,126.007,266667,3
38qMfkJhUDc00rYv7hgPgw,Dan Davidson,Found,Found,1,2016-03-07,0.599,0.796,10,-4.706,1,0.0363,0.0126,0.0,0.429,0.85,109.99,194182,4
68AvSj8Ndds28An5ZZSdVy,Elise Davis,Cactus,Last Laugh,7,2018-09-07,0.394,0.244,0,-12.085,1,0.0377,0.881,0.000164,0.106,0.133,163.528,203089,4
3xooktA4JnTeeSlt87l0H6,Jon Christopher Davis,"Jon Christopher Davis, 2006",Lone Star Attitude,7,2015-05-14,0.699,0.629,4,-5.226,1,0.0344,0.038,0.0,0.288,0.636,113.031,218667,4
6MBUUSIWCzaXW4q58Ktrv9,Jordan Davis,Home State,Slow Dance In A Parking Lot,4,2018-03-23,0.523,0.837,7,-4.494,1,0.0335,0.301,0.0,0.172,0.523,82.006,193929,4
7fjVLbamCgqD0CWNmW3C4C,Davisson Brothers Band,Fighter,Didn't Come Here to Leave,3,2018-05-25,0.615,0.76,0,-3.891,1,0.0417,0.0118,0.0,0.0761,0.707,169.955,196414,4
5FmvaZGd6fulojSToozLRD,HIXTAPE,HIXTAPE: Vol. 1,"One Beer (HARDY feat. Lauren Alaina, Devin Dawson)",10,2019-09-13,0.516,0.745,2,-8.352,1,0.0774,0.563,0.0,0.275,0.825,186.004,173173,3
10bOethDTcZuTYVI86jCD4,Jesse Dayton,The Revealer,Daddy Was a Badass,1,2016-09-16,0.529,0.841,4,-7.905,1,0.116,0.14,0.0,0.0918,0.792,170.09,238947,4
4IeCWfoBeZ9e1YvxCjxPBu,Roxie Dean,Twenty 14,Miss America,1,2014-07-22,0.695,0.878,9,-4.304,1,0.0386,0.0873,0.0,0.119,0.932,130.929,149573,4
7GxfINgatbVk4EM7sVW4xr,Jessie James Decker,Southern Girl City Lights,Almost Over You,4,2018-02-02,0.556,0.892,7,-2.841,1,0.0525,0.049,0.00053,0.0943,0.264,101.069,211160,4
6SRnYin9dIMKAi3aFfYvLP,Diana DeGarmo,Dreams,I Believe - Radio Edit,3,2004,0.531,0.48,8,-6.166,1,0.0297,0.383,1.59e-05,0.0969,0.124,133.828,245360,4
2ewXa1fuu1NwFn3zfdC3Ye,The Delmore Brothers,16 All Time Favorite Songs,"Blues, Stay Away From Me",1,2005,0.631,0.339,3,-9.796,1,0.0249,0.925,0.471,0.106,0.6,103.224,174693,4
2LzyUfJdRp3uqTrITBJXEY,Delta Rae,Carry The Fire,Bottom of the River,5,2012-06-19,0.668,0.63,11,-5.746,0,0.0828,0.573,0.0,0.0869,0.716,74.672,202520,4
1z6wl2rwKatfmza6usanWw,Travis Denning,After A Few,After A Few,1,2019-01-18,0.617,0.849,10,-4.316,0,0.0355,0.0146,0.0,0.194,0.695,106.998,213493,4
56MEYOanRlzxJfEiLU7ePR,Cody Canada,3,A Blackbird,3,2018-06-29,0.639,0.836,11,-5.489,0,0.0373,0.236,8.7e-05,0.224,0.914,192.042,197904,4
595ktLpC0t9ZYhYZ1flZBF,The Derailers,Here Come The Derailers,Bar Exam,2,2001-08-29,0.677,0.686,2,-6.359,1,0.0293,0.137,1.24e-06,0.0939,0.684,125.054,208427,4
0hDIl9KjY96g5tNNVxvg3a,The Desert Rose Band,The Desert Rose Band,One Step Forward,1,1987,0.658,0.686,11,-11.356,1,0.0306,0.386,0.00281,0.304,0.849,135.397,207107,4
7FqrsV0vBwNiQNQI6jfzni,The Devil Makes Three,The Devil Makes Three,Old Number Seven,6,2002-11-01,0.571,0.427,11,-7.574,1,0.0405,0.202,0.0,0.1,0.894,142.454,200720,4
50MMKhytxNxhMMM0DNK1HQ,Willy DeVille,Willy Deville,Hey Joe,8,2003-09-09,0.873,0.414,9,-14.447,1,0.0463,0.407,0.000425,0.0623,0.875,119.624,254680,4
54IVZuV4cKZjPzMGmotcUy,Diamond Rio,Greatest Hits II,Meet In the Middle,12,1991,0.707,0.746,4,-3.268,1,0.0327,0.753,0.0,0.194,0.559,91.153,199307,4
5gHwf3DYciXuoFWstFswKj,Jonny Diaz,Everything Is Changing,Breathe,2,2015-09-18,0.601,0.728,0,-5.622,1,0.0513,0.09,0.0235,0.0874,0.347,145.951,213080,4
4EpLU30bi1KNWkBTfgZkoK,Russell Dickerson,Yours,Every Little Thing,1,2017-10-13,0.638,0.854,1,-4.664,1,0.11,0.216,0.0,0.0357,0.859,93.869,190640,4
7j4fpEVBmPwy9ed8aekYcj,George Strait,Troubadour,West Texas Town,10,2008-01-01,0.759,0.78,7,-6.486,1,0.0375,0.562,1.66e-05,0.371,0.876,115.411,119693,3
5X3JLiwRDglhXRc7uDbB2V,The Dirt Drifters,This Is My Blood,Hurt Somebody,5,2011-07-15,0.492,0.37,4,-7.818,1,0.0369,0.648,3.58e-05,0.178,0.252,145.939,179293,4
3oWndRZI9kHXsdAdkwUtS0,Dixiana,Dixiana,Waitin' for the Deal to Go Down,3,1992,0.725,0.536,10,-11.949,1,0.0318,0.776,3.92e-06,0.071,0.821,114.298,196733,4
5hviCr3lgg6LY6noG6DPKs,Dixie Chicks,Home,Landslide,2,2002-07-26,0.571,0.438,2,-7.007,1,0.0279,0.534,1.56e-05,0.187,0.444,145.948,230549,4
3wCc4FSIT74pcgeAZopSKe,Doc Walker,Curve,Rocket Girl,3,2001,0.604,0.415,7,-9.354,1,0.0318,0.143,0.0,0.119,0.361,77.96,253933,4
7Mf0yxd8aivj6w4Ruly6J4,Cale Dodds,I Like Where This Is Going,I Like Where This Is Going,1,2019-03-15,0.543,0.861,2,-3.802,1,0.0622,0.0989,0.0,0.3,0.725,77.988,185750,4
6h0FOQxhnq0iqVsf0I9WsZ,Casey Donahew,Casey Donahew Band,White Trash Story,11,2006-01-01,0.669,0.716,4,-6.651,1,0.038,0.125,0.0,0.117,0.773,91.972,220587,4
1V3zcFYbIrLOaNRi3yFf4f,Amber Dotson,Christmas Angels,Blue Christmas,1,2005-01-01,0.395,0.445,0,-6.138,1,0.0276,0.483,2.95e-05,0.138,0.129,93.362,191200,4
5sqhKYHmQSGmGWzrgyL2nc,Jerry Douglas,Traveler,The Boxer feat. Mumford & Sons and Paul Simon,4,2012-06-26,0.502,0.372,0,-10.996,1,0.0313,0.677,5.61e-05,0.104,0.257,98.607,245107,4
0bYjPXZEUYYhMwmd5KpVK1,Ronnie Dove,The Complete Original Chart Hits 1964-1969,Right or Wrong,2,2014-07-01,0.432,0.427,4,-10.545,1,0.0327,0.755,0.0,0.272,0.402,97.04,133413,4
0eOqtyd4Gezuv3yWl09E2h,Drew Davis Band,How Do I,How Do I,1,2008-04-22,0.419,0.321,7,-11.766,0,0.0291,0.145,0.0,0.111,0.174,68.2,229173,4
1N3BWN7PZvGpea1A0bgNJd,Jaida Dreyer,Jack It to Jesus (Spray It to Hell),Jack It to Jesus (Spray It to Hell),1,2018-11-27,0.602,0.698,11,-6.203,0,0.398,0.462,0.0,0.0921,0.61,205.7,163206,4
3BGgbGZZ543BqDtUM15Qo7,George Ducas,Yellow Rose Motel,I'm All In,5,2019-12-06,0.586,0.592,7,-11.443,1,0.0315,0.00011,0.0,0.485,0.453,96.024,181510,4
1y5lKJHkqil7tsTAdsqpho,Due West,Things You Can't Do In A Car,Things You Can't Do In A Car,1,2012-05-15,0.566,0.83,5,-5.353,1,0.048,0.127,0.0,0.126,0.664,162.076,192973,4
6HvTdDLsXx4X0ncC51oUZZ,Daniel O'Donnell,The Best of Music & Memories - Live (Audio Version),Whispering Hope (Live),10,2016-02-19,0.35,0.277,6,-9.915,1,0.0297,0.884,0.0,0.987,0.225,95.194,204253,3
7stykCbJtSfMAgrnQ398EY,John Duffey,Always In Style,Tennessee Blues,4,2006-01-01,0.369,0.612,2,-11.434,1,0.0558,0.5,0.855,0.181,0.904,168.404,196673,4
3cxO7LSsDe8gwqdzSTxdON,Clare Dunn,Gold To Glitter,Gold To Glitter,1,2019-10-18,0.45,0.81,5,-3.149,1,0.0371,0.000495,0.187,0.265,0.686,169.997,230280,4
3XxtBBMexPb3RRVHPzTgNR,Ronnie Dunn,Tattooed Heart,Damn Drunk,2,2016-11-11,0.633,0.729,0,-5.135,1,0.0276,0.0363,1.79e-06,0.111,0.414,103.989,264467,4
3b9YNbyCYEg44SEyAwgsXt,Kathy Durkin,Kathy's Favourites,Working Man,1,2009-03-05,0.53,0.178,2,-18.507,1,0.0294,0.723,0.0,0.189,0.347,96.541,265107,4
3ivjle037P5PssE1B7tPGk,Doyle Dykes,Gitarre 2000,Nothing's Too Good (For A Friend),2,1998-08-22,0.273,0.347,9,-14.497,1,0.0395,0.904,0.947,0.149,0.211,152.525,283333,4
2268brILMTKcWwuPvaTCpm,Jason Eady,AM Country Heaven,AM Country Heaven,1,2013-11-25,0.496,0.192,9,-14.114,1,0.0306,0.583,5.99e-06,0.117,0.501,143.176,216413,3
40riOy7x9W7GXjyGp4pjAv,Eagles,Hotel California (2013 Remaster),Hotel California - 2013 Remaster,1,1976-12-08,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,391376,4
705t4FIT7itZwAyFKt3krq,Justin Townes Earle,Harlem River Blues,Harlem River Blues,1,2010-09-14,0.475,0.705,7,-6.538,1,0.0619,0.0325,0.0,0.0693,0.471,155.6,168613,4
0z6e3CPKmorZ85O84L3k1F,Stacey Earle,Simple Gearle,Simple Gearle,6,1998-02-16,0.67,0.621,2,-7.63,1,0.0307,0.713,3.14e-05,0.101,0.803,120.08,150427,4
5vXsj8L4DK1gGQ43BBG028,Kenny Rogers,We've Got Tonight,We've Got Tonight,1,1983-12-02,0.543,0.227,8,-11.247,1,0.0298,0.767,4.29e-05,0.103,0.292,123.548,234560,4
